,hyperparameters,trial_id,parent_study_id
1593,"{'max_count': 321, 'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'max_depth': 12, 'tree_method': 'auto', 'monotone_constraints': '(0)', 'learn_rate': 0.07288423557282718, 'column_sample_by_tree': 1.0, 'subsample_ratio': 1.0, 'base_score': 0.5, 'min_child_weight': 68, 'loss': 'none'}",model_20210919-164810-ab3005f100-9d269eab10,model_20210919-164810-ab3005f100
1594,"{'tree_method': 'auto', 'learn_rate': 0.05896024857464753, 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'max_depth': 10, 'subsample_ratio': 1.0, 'max_count': 383, 'base_score': 0.5, 'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'min_child_weight': 49}",model_20210919-164810-ab3005f100-f8cd07de51,model_20210919-164810-ab3005f100
1595,"{'learn_rate': 0.0999128801490463, 'max_count': 228, 'column_sample_by_tree': 1.0, 'max_depth': 11, 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'base_score': 0.5, 'l2_regularization': 1.0, 'min_child_weight': 36}",model_20210919-164810-ab3005f100-03041c1302,model_20210919-164810-ab3005f100
1596,"{'l2_regularization': 1.0, 'subsample_ratio': 1.0, 'min_child_weight': 68, 'max_count': 243, 'learn_rate': 0.051666386702209265, 'column_sample_by_tree': 1.0, 'column_sample_by_level': 1.0, 'monotone_constraints': '(0)', 'base_score': 0.5, 'tree_method': 'auto', 'max_depth': 11, 'maxCategories': -2}",model_20210919-164810-ab3005f100-fa85b2a751,model_20210919-164810-ab3005f100
1597,"{'l2_regularization': 1.0, 'learn_rate': 0.09875239660559561, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'column_sample_by_level': 1.0, 'column_sample_by_tree': 1.0, 'base_score': 0.5, 'min_child_weight': 67, 'max_count': 372, 'tree_method': 'auto', 'max_depth': 12}",model_20210919-164810-ab3005f100-9224a95396,model_20210919-164810-ab3005f100
1598,"{'column_sample_by_tree': 1.0, 'learn_rate': 0.05905245126017987, 'max_depth': 10, 'max_count': 360, 'l2_regularization': 1.0, 'base_score': 0.5, 'tree_method': 'auto', 'monotone_constraints': '(0)', 'min_child_weight': 63, 'column_sample_by_level': 1.0, 'subsample_ratio': 1.0}",model_20210919-164526-51f4c80915-53591b948a,model_20210919-164526-51f4c80915
1599,"{'base_score': 0.5, 'learn_rate': 0.08379877762942138, 'tree_method': 'auto', 'max_count': 229, 'max_depth': 10, 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'subsample_ratio': 1.0, 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'min_child_weight': 39}",model_20210919-164526-51f4c80915-e848618912,model_20210919-164526-51f4c80915
1600,"{'max_count': 183, 'base_score': 0.5, 'min_child_weight': 60, 'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'tree_method': 'auto', 'column_sample_by_tree': 1.0, 'max_depth': 11, 'column_sample_by_level': 1.0, 'learn_rate': 0.09634201698726902}",model_20210919-164526-51f4c80915-4c92dcc853,model_20210919-164526-51f4c80915
1601,"{'max_depth': 11, 'tree_method': 'auto', 'max_count': 145, 'subsample_ratio': 1.0, 'monotone_constraints': '(0)', 'base_score': 0.5, 'learn_rate': 0.05120708019688842, 'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'min_child_weight': 52}",model_20210919-164526-51f4c80915-9dcf844257,model_20210919-164526-51f4c80915
1602,"{'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'learn_rate': 0.07154018143042365, 'column_sample_by_level': 1.0, 'tree_method': 'auto', 'max_depth': 12, 'min_child_weight': 34, 'base_score': 0.5, 'max_count': 299, 'l2_regularization': 1.0}",model_20210919-164526-51f4c80915-6fecf9dce5,model_20210919-164526-51f4c80915
1603,"{'tree_method': 'auto', 'column_sample_by_level': 1.0, 'max_count': 129, 'min_child_weight': 61, 'monotone_constraints': '(0)', 'max_depth': 12, 'base_score': 0.5, 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'learn_rate': 0.0633630822313707}",model_20210919-164526-51f4c80915-d6559e0977,model_20210919-164526-51f4c80915
1604,"{'max_depth': 11, 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'min_child_weight': 30, 'base_score': 0.5, 'l2_regularization': 1.0, 'learn_rate': 0.09722780108319687, 'max_count': 297, 'tree_method': 'auto', 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0}",model_20210919-164526-51f4c80915-2d391654f3,model_20210919-164526-51f4c80915
1605,"{'monotone_constraints': '(0)', 'max_count': 391, 'subsample_ratio': 1.0, 'base_score': 0.5, 'l2_regularization': 1.0, 'min_child_weight': 58, 'tree_method': 'auto', 'column_sample_by_level': 1.0, 'max_depth': 12, 'learn_rate': 0.05357159769894189, 'column_sample_by_tree': 1.0}",model_20210919-164137-6fd16bd2d6-23113b0e1f,model_20210919-164137-6fd16bd2d6
1606,"{'column_sample_by_level': 1.0, 'min_child_weight': 48, 'learn_rate': 0.09781716905645117, 'max_depth': 11, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'base_score': 0.5, 'l2_regularization': 1.0, 'max_count': 307}",model_20210919-164137-6fd16bd2d6-8f91b01d1e,model_20210919-164137-6fd16bd2d6
1607,"{'learn_rate': 0.0779501497375717, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'min_child_weight': 37, 'l2_regularization': 1.0, 'max_depth': 10, 'monotone_constraints': '(0)', 'base_score': 0.5, 'column_sample_by_tree': 1.0, 'max_count': 222, 'column_sample_by_level': 1.0}",model_20210919-164137-6fd16bd2d6-b10abc5474,model_20210919-164137-6fd16bd2d6
1608,"{'max_depth': 12, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'learn_rate': 0.07188928530046841, 'base_score': 0.5, 'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0, 'min_child_weight': 38, 'max_count': 122}",model_20210919-164137-6fd16bd2d6-a6c274757f,model_20210919-164137-6fd16bd2d6
1609,"{'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'learn_rate': 0.061753007955340194, 'max_count': 174, 'tree_method': 'auto', 'base_score': 0.5, 'min_child_weight': 68, 'column_sample_by_level': 1.0, 'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'max_depth': 10}",model_20210919-164137-6fd16bd2d6-e6f5ad5ddd,model_20210919-164137-6fd16bd2d6
1610,"{'learn_rate': 0.06807887794869087, 'column_sample_by_level': 1.0, 'min_child_weight': 30, 'subsample_ratio': 1.0, 'base_score': 0.5, 'l2_regularization': 1.0, 'max_depth': 12, 'tree_method': 'auto', 'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0, 'max_count': 347}",model_20210919-164137-6fd16bd2d6-ab7c7e4029,model_20210919-164137-6fd16bd2d6
1611,"{'tree_method': 'auto', 'max_depth': 12, 'learn_rate': 0.07158952996301018, 'max_count': 339, 'monotone_constraints': '(0)', 'base_score': 0.5, 'column_sample_by_tree': 1.0, 'min_child_weight': 44, 'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'subsample_ratio': 1.0}",model_20210919-164137-6fd16bd2d6-0193d0f96e,model_20210919-164137-6fd16bd2d6
1612,"{'tree_method': 'auto', 'subsample_ratio': 1.0, 'l2_regularization': 1.0, 'max_count': 336, 'max_depth': 10, 'base_score': 0.5, 'min_child_weight': 33, 'column_sample_by_level': 1.0, 'monotone_constraints': '(0)', 'learn_rate': 0.052117382474928045, 'column_sample_by_tree': 1.0}",model_20210919-164137-6fd16bd2d6-a10769b9ea,model_20210919-164137-6fd16bd2d6
1613,"{'min_child_weight': 31, 'column_sample_by_tree': 1.0, 'column_sample_by_level': 1.0, 'base_score': 0.5, 'learn_rate': 0.08815851640258401, 'l2_regularization': 1.0, 'max_count': 352, 'tree_method': 'auto', 'subsample_ratio': 1.0, 'max_depth': 12, 'monotone_constraints': '(0)'}",model_20210919-164137-6fd16bd2d6-77b88a43f7,model_20210919-164137-6fd16bd2d6
1614,"{'l2_regularization': 1.0, 'base_score': 0.5, 'max_depth': 12, 'max_count': 336, 'min_child_weight': 34, 'monotone_constraints': '(0)', 'learn_rate': 0.06662673904879829, 'subsample_ratio': 1.0, 'column_sample_by_level': 1.0, 'tree_method': 'auto', 'column_sample_by_tree': 1.0, 'maxCategories': -2}",model_20210919-164126-44c730ee32-e22ab12485,model_20210919-164126-44c730ee32
1615,"{'l2_regularization': 1.0, 'tree_method': 'auto', 'column_sample_by_tree': 1.0, 'column_sample_by_level': 1.0, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'base_score': 0.5, 'max_depth': 11, 'learn_rate': 0.06388699507949389, 'max_count': 360, 'min_child_weight': 60}",model_20210919-164126-44c730ee32-0a09969887,model_20210919-164126-44c730ee32
1616,"{'min_child_weight': 42, 'learn_rate': 0.05160280864181126, 'column_sample_by_tree': 1.0, 'max_depth': 11, 'base_score': 0.5, 'monotone_constraints': '(0)', 'max_count': 125, 'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'tree_method': 'auto', 'subsample_ratio': 1.0}",model_20210919-164126-44c730ee32-4622f70f59,model_20210919-164126-44c730ee32
1617,"{'monotone_constraints': '(0)', 'base_score': 0.5, 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'max_count': 170, 'l2_regularization': 1.0, 'tree_method': 'auto', 'column_sample_by_level': 1.0, 'max_depth': 10, 'min_child_weight': 67, 'learn_rate': 0.08200904232487684}",model_20210919-164126-44c730ee32-2c95c806c6,model_20210919-164126-44c730ee32
1618,"{'min_child_weight': 54, 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'learn_rate': 0.09600793249154085, 'base_score': 0.5, 'column_sample_by_level': 1.0, 'monotone_constraints': '(0)', 'tree_method': 'auto', 'max_depth': 12, 'max_count': 240, 'subsample_ratio': 1.0}",model_20210919-164126-44c730ee32-237911044e,model_20210919-164126-44c730ee32
1619,"{'max_depth': 12, 'max_count': 394, 'tree_method': 'auto', 'subsample_ratio': 1.0, 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'base_score': 0.5, 'learn_rate': 0.07361814959641698, 'min_child_weight': 56, 'column_sample_by_tree': 1.0}",model_20210919-164126-44c730ee32-5911d178db,model_20210919-164126-44c730ee32
1620,"{'max_depth': 12, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'max_count': 317, 'base_score': 0.5, 'min_child_weight': 32, 'learn_rate': 0.07082175095986255, 'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'monotone_constraints': '(0)'}",model_20210919-164126-44c730ee32-88a451fbc0,model_20210919-164126-44c730ee32
1621,"{'base_score': 0.5, 'max_count': 340, 'column_sample_by_level': 1.0, 'min_child_weight': 44, 'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'learn_rate': 0.09537205930277708, 'subsample_ratio': 1.0, 'max_depth': 12}",model_20210919-164126-44c730ee32-fc4cfe327d,model_20210919-164126-44c730ee32
1622,"{'max_count': 166, 'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'max_depth': 12, 'subsample_ratio': 1.0, 'base_score': 0.5, 'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'monotone_constraints': '(0)', 'learn_rate': 0.06306417961794819, 'min_child_weight': 39}",model_20210919-163618-440528c61a-f5486e4942,model_20210919-163618-440528c61a
1623,"{'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'column_sample_by_tree': 1.0, 'learn_rate': 0.05094432365490993, 'base_score': 0.5, 'l2_regularization': 1.0, 'subsample_ratio': 1.0, 'max_count': 329, 'tree_method': 'auto', 'max_depth': 12, 'min_child_weight': 54}",model_20210919-163618-440528c61a-ed466fe518,model_20210919-163618-440528c61a
1624,"{'tree_method': 'auto', 'max_count': 237, 'learn_rate': 0.08303664041970193, 'max_depth': 10, 'monotone_constraints': '(0)', 'min_child_weight': 38, 'base_score': 0.5, 'column_sample_by_level': 1.0, 'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'subsample_ratio': 1.0, 'maxCategories': -2}",model_20210919-163618-440528c61a-d1f8d692e4,model_20210919-163618-440528c61a
1625,"{'column_sample_by_tree': 1.0, 'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'max_depth': 10, 'base_score': 0.5, 'min_child_weight': 69, 'learn_rate': 0.07173231898512777, 'subsample_ratio': 1.0, 'monotone_constraints': '(0)', 'tree_method': 'auto', 'max_count': 106, 'loss': 'none'}",model_20210919-163618-440528c61a-6e72588d2f,model_20210919-163618-440528c61a
1626,"{'monotone_constraints': '(0)', 'base_score': 0.5, 'max_count': 384, 'column_sample_by_level': 1.0, 'max_depth': 11, 'l2_regularization': 1.0, 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'min_child_weight': 60, 'learn_rate': 0.0961225665930971, 'tree_method': 'auto'}",model_20210919-163618-440528c61a-7c69478202,model_20210919-163618-440528c61a
1627,"{'min_child_weight': 41, 'learn_rate': 0.052238391551804535, 'tree_method': 'auto', 'subsample_ratio': 1.0, 'l2_regularization': 1.0, 'base_score': 0.5, 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'max_count': 374, 'max_depth': 12, 'loss': 'none'}",model_20210919-163618-440528c61a-2e59c59554,model_20210919-163618-440528c61a
1628,"{'min_child_weight': 30, 'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'learn_rate': 0.05755583529537316, 'tree_method': 'auto', 'base_score': 0.5, 'max_count': 391, 'subsample_ratio': 1.0, 'max_depth': 12, 'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0}",model_20210919-163618-440528c61a-19a6dacda9,model_20210919-163618-440528c61a
1629,"{'max_depth': 12, 'column_sample_by_tree': 1.0, 'learn_rate': 0.06851389941498613, 'min_child_weight': 32, 'tree_method': 'auto', 'max_count': 283, 'base_score': 0.5, 'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0}",model_20210919-163453-7cb80814de-1ad0de9707,model_20210919-163453-7cb80814de
1630,"{'subsample_ratio': 1.0, 'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'base_score': 0.5, 'column_sample_by_tree': 1.0, 'max_depth': 11, 'column_sample_by_level': 1.0, 'max_count': 168, 'min_child_weight': 61, 'learn_rate': 0.0512263658240107, 'tree_method': 'auto'}",model_20210919-163453-7cb80814de-511138812e,model_20210919-163453-7cb80814de
1631,"{'l2_regularization': 1.0, 'max_depth': 11, 'max_count': 241, 'monotone_constraints': '(0)', 'learn_rate': 0.09269921741450914, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'column_sample_by_level': 1.0, 'base_score': 0.5, 'min_child_weight': 63, 'column_sample_by_tree': 1.0}",model_20210919-163453-7cb80814de-be302cfd3b,model_20210919-163453-7cb80814de
1632,"{'monotone_constraints': '(0)', 'max_count': 357, 'min_child_weight': 46, 'max_depth': 10, 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'learn_rate': 0.06268729550147349, 'tree_method': 'auto', 'base_score': 0.5, 'column_sample_by_level': 1.0}",model_20210919-163453-7cb80814de-3730ef8d49,model_20210919-163453-7cb80814de
1633,"{'subsample_ratio': 1.0, 'min_child_weight': 49, 'tree_method': 'auto', 'max_depth': 11, 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'max_count': 114, 'base_score': 0.5, 'learn_rate': 0.07780283085836598, 'column_sample_by_tree': 1.0, 'loss': 'none'}",model_20210919-163453-7cb80814de-7cb5302044,model_20210919-163453-7cb80814de
1634,"{'learn_rate': 0.05764285633315384, 'min_child_weight': 54, 'base_score': 0.5, 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'column_sample_by_level': 1.0, 'max_count': 290, 'subsample_ratio': 1.0, 'monotone_constraints': '(0)', 'max_depth': 12}",model_20210919-163453-7cb80814de-7d933f91f5,model_20210919-163453-7cb80814de
1635,"{'learn_rate': 0.05140469469775903, 'l2_regularization': 1.0, 'base_score': 0.5, 'column_sample_by_tree': 1.0, 'max_count': 256, 'tree_method': 'auto', 'subsample_ratio': 1.0, 'max_depth': 12, 'min_child_weight': 35, 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0}",model_20210919-163453-7cb80814de-d221275aba,model_20210919-163453-7cb80814de
1636,"{'tree_method': 'auto', 'max_count': 315, 'subsample_ratio': 1.0, 'min_child_weight': 31, 'l2_regularization': 1.0, 'max_depth': 11, 'column_sample_by_level': 1.0, 'base_score': 0.5, 'learn_rate': 0.057280965673401296, 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)'}",model_20210919-163453-7cb80814de-61739c1c78,model_20210919-163453-7cb80814de
1637,"{'l2_regularization': 1.0, 'max_depth': 11, 'learn_rate': 0.07043792638337447, 'base_score': 0.5, 'tree_method': 'auto', 'subsample_ratio': 1.0, 'max_count': 167, 'column_sample_by_level': 1.0, 'min_child_weight': 34, 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'maxCategories': -2}",model_20210919-162954-d11eab6874-870d8acb77,model_20210919-162954-d11eab6874
1638,"{'subsample_ratio': 1.0, 'min_child_weight': 62, 'max_count': 250, 'column_sample_by_tree': 1.0, 'max_depth': 11, 'base_score': 0.5, 'column_sample_by_level': 1.0, 'learn_rate': 0.05451046541528443, 'l2_regularization': 1.0, 'tree_method': 'auto', 'monotone_constraints': '(0)'}",model_20210919-162954-d11eab6874-4dd89b64e3,model_20210919-162954-d11eab6874
1639,"{'learn_rate': 0.06469332800713566, 'tree_method': 'auto', 'max_depth': 11, 'monotone_constraints': '(0)', 'l2_regularization': 1.0, 'base_score': 0.5, 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'max_count': 400, 'column_sample_by_level': 1.0, 'min_child_weight': 39}",model_20210919-162954-d11eab6874-331ae11181,model_20210919-162954-d11eab6874
1640,"{'monotone_constraints': '(0)', 'learn_rate': 0.08414690013023202, 'base_score': 0.5, 'tree_method': 'auto', 'column_sample_by_level': 1.0, 'max_count': 107, 'l2_regularization': 1.0, 'min_child_weight': 52, 'column_sample_by_tree': 1.0, 'max_depth': 12, 'subsample_ratio': 1.0}",model_20210919-162954-d11eab6874-26941d1441,model_20210919-162954-d11eab6874
1641,"{'tree_method': 'auto', 'max_count': 311, 'column_sample_by_tree': 1.0, 'column_sample_by_level': 1.0, 'learn_rate': 0.0972575411660448, 'subsample_ratio': 1.0, 'max_depth': 10, 'base_score': 0.5, 'l2_regularization': 1.0, 'min_child_weight': 69, 'monotone_constraints': '(0)'}",model_20210919-162954-d11eab6874-307ed49745,model_20210919-162954-d11eab6874
1642,"{'l2_regularization': 1.0, 'tree_method': 'auto', 'max_depth': 11, 'column_sample_by_tree': 1.0, 'min_child_weight': 56, 'subsample_ratio': 1.0, 'max_count': 370, 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'learn_rate': 0.055662753636066487, 'base_score': 0.5}",model_20210919-162954-d11eab6874-04578d5753,model_20210919-162954-d11eab6874
1643,"{'base_score': 0.5, 'l2_regularization': 1.0, 'min_child_weight': 33, 'column_sample_by_level': 1.0, 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'max_depth': 10, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'max_count': 399, 'learn_rate': 0.09613479014694533}",model_20210919-162954-d11eab6874-d15a35a0d9,model_20210919-162954-d11eab6874
1644,"{'base_score': 0.5, 'l2_regularization': 1.0, 'tree_method': 'auto', 'learn_rate': 0.09541715214828939, 'min_child_weight': 69, 'max_depth': 12, 'max_count': 155, 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'column_sample_by_level': 1.0, 'monotone_constraints': '(0)'}",model_20210919-162758-5271be41d6-4f72151585,model_20210919-162758-5271be41d6
1645,"{'subsample_ratio': 1.0, 'column_sample_by_level': 1.0, 'base_score': 0.5, 'max_depth': 10, 'learn_rate': 0.06116626598843897, 'monotone_constraints': '(0)', 'min_child_weight': 56, 'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'tree_method': 'auto', 'max_count': 229}",model_20210919-162758-5271be41d6-527f948104,model_20210919-162758-5271be41d6
