,hyperparameters,trial_id,parent_study_id
3461,"{'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'max_count': 302, 'max_depth': 10, 'min_child_weight': 64, 'column_sample_by_level': 1.0, 'learn_rate': 0.06403199038317427, 'tree_method': 'auto', 'base_score': 0.5, 'column_sample_by_tree': 1.0}",model_20210816-170103-c8cdf8aa1a-c1ff6a33ca,model_20210816-170103-c8cdf8aa1a
3462,"{'max_count': 104, 'l2_regularization': 1.0, 'tree_method': 'auto', 'monotone_constraints': '(0)', 'learn_rate': 0.06308063140070595, 'column_sample_by_tree': 1.0, 'max_depth': 12, 'min_child_weight': 33, 'subsample_ratio': 1.0, 'column_sample_by_level': 1.0, 'base_score': 0.5}",model_20210816-170103-c8cdf8aa1a-a5ee9f657b,model_20210816-170103-c8cdf8aa1a
3463,"{'base_score': 0.5, 'max_count': 342, 'learn_rate': 0.07935389967550405, 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'column_sample_by_level': 1.0, 'max_depth': 10, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'tree_method': 'auto', 'min_child_weight': 56}",model_20210816-170103-c8cdf8aa1a-d41256b1d8,model_20210816-170103-c8cdf8aa1a
3464,"{'monotone_constraints': '(0)', 'max_depth': 11, 'min_child_weight': 67, 'column_sample_by_level': 1.0, 'max_count': 348, 'learn_rate': 0.09828254663260214, 'tree_method': 'auto', 'subsample_ratio': 1.0, 'l2_regularization': 1.0, 'base_score': 0.5, 'column_sample_by_tree': 1.0}",model_20210816-170103-c8cdf8aa1a-b564e511ba,model_20210816-170103-c8cdf8aa1a
3465,"{'subsample_ratio': 1.0, 'base_score': 0.5, 'monotone_constraints': '(0)', 'max_depth': 11, 'column_sample_by_tree': 1.0, 'column_sample_by_level': 1.0, 'learn_rate': 0.05728246285585112, 'l2_regularization': 1.0, 'min_child_weight': 57, 'tree_method': 'auto', 'max_count': 378}",model_20210816-165852-0c9037f9d2-05baa99a8b,model_20210816-165852-0c9037f9d2
3466,"{'min_child_weight': 38, 'l2_regularization': 1.0, 'tree_method': 'auto', 'monotone_constraints': '(0)', 'learn_rate': 0.07844891136217429, 'subsample_ratio': 1.0, 'max_count': 317, 'column_sample_by_level': 1.0, 'base_score': 0.5, 'max_depth': 12, 'column_sample_by_tree': 1.0}",model_20210816-165852-0c9037f9d2-063aedac2e,model_20210816-165852-0c9037f9d2
3467,"{'tree_method': 'auto', 'subsample_ratio': 1.0, 'learn_rate': 0.09042061395920498, 'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'max_count': 142, 'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0, 'base_score': 0.5, 'max_depth': 11, 'min_child_weight': 54}",model_20210816-165852-0c9037f9d2-5937e1a15f,model_20210816-165852-0c9037f9d2
3468,"{'tree_method': 'auto', 'monotone_constraints': '(0)', 'min_child_weight': 46, 'learn_rate': 0.0587152547021478, 'max_depth': 10, 'max_count': 173, 'base_score': 0.5, 'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'subsample_ratio': 1.0, 'loss': 'none'}",model_20210816-165852-0c9037f9d2-44c81587a6,model_20210816-165852-0c9037f9d2
3469,"{'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'base_score': 0.5, 'l2_regularization': 1.0, 'max_depth': 12, 'min_child_weight': 66, 'column_sample_by_tree': 1.0, 'learn_rate': 0.07111309901011924, 'max_count': 225}",model_20210816-165852-0c9037f9d2-c8a3bd2b66,model_20210816-165852-0c9037f9d2
3470,"{'learn_rate': 0.050202138750611774, 'l2_regularization': 1.0, 'max_count': 327, 'max_depth': 12, 'monotone_constraints': '(0)', 'tree_method': 'auto', 'base_score': 0.5, 'column_sample_by_tree': 1.0, 'column_sample_by_level': 1.0, 'subsample_ratio': 1.0, 'min_child_weight': 70}",model_20210816-165852-0c9037f9d2-3ac99f3786,model_20210816-165852-0c9037f9d2
3471,"{'max_count': 221, 'max_depth': 12, 'column_sample_by_level': 1.0, 'min_child_weight': 70, 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'learn_rate': 0.09265967307148582, 'base_score': 0.5, 'l2_regularization': 1.0, 'tree_method': 'auto'}",model_20210816-165852-0c9037f9d2-54a3ccd426,model_20210816-165852-0c9037f9d2
3472,"{'tree_method': 'auto', 'column_sample_by_tree': 1.0, 'max_count': 358, 'base_score': 0.5, 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'max_depth': 11, 'l2_regularization': 1.0, 'learn_rate': 0.05598399227019568, 'min_child_weight': 46, 'subsample_ratio': 1.0}",model_20210816-163838-1783542781-25771dd7c9,model_20210816-163838-1783542781
3473,"{'min_child_weight': 62, 'monotone_constraints': '(0)', 'learn_rate': 0.0794776489965075, 'tree_method': 'auto', 'column_sample_by_tree': 1.0, 'base_score': 0.5, 'max_depth': 10, 'column_sample_by_level': 1.0, 'max_count': 267, 'subsample_ratio': 1.0, 'l2_regularization': 1.0}",model_20210816-163838-1783542781-735f607111,model_20210816-163838-1783542781
3474,"{'l2_regularization': 1.0, 'max_depth': 12, 'max_count': 193, 'learn_rate': 0.07334276988271182, 'tree_method': 'auto', 'subsample_ratio': 1.0, 'base_score': 0.5, 'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0, 'column_sample_by_level': 1.0, 'min_child_weight': 69}",model_20210816-163838-1783542781-63e8c9a8ee,model_20210816-163838-1783542781
3475,"{'max_depth': 11, 'min_child_weight': 35, 'l2_regularization': 1.0, 'base_score': 0.5, 'monotone_constraints': '(0)', 'tree_method': 'auto', 'learn_rate': 0.09551862743347837, 'max_count': 339, 'column_sample_by_level': 1.0, 'column_sample_by_tree': 1.0, 'subsample_ratio': 1.0}",model_20210816-163838-1783542781-c0d324c826,model_20210816-163838-1783542781
3476,"{'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'max_count': 110, 'column_sample_by_tree': 1.0, 'base_score': 0.5, 'l2_regularization': 1.0, 'tree_method': 'auto', 'max_depth': 11, 'column_sample_by_level': 1.0, 'learn_rate': 0.06258188054566649, 'min_child_weight': 47}",model_20210816-163838-1783542781-48b003169f,model_20210816-163838-1783542781
3477,"{'column_sample_by_level': 1.0, 'base_score': 0.5, 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'learn_rate': 0.09527778092018312, 'subsample_ratio': 1.0, 'max_count': 295, 'min_child_weight': 40, 'tree_method': 'auto', 'max_depth': 10, 'l2_regularization': 1.0}",model_20210816-163838-1783542781-fd7a8aaeca,model_20210816-163838-1783542781
3478,"{'column_sample_by_tree': 1.0, 'learn_rate': 0.06074573687174968, 'max_depth': 11, 'l2_regularization': 1.0, 'max_count': 273, 'min_child_weight': 35, 'tree_method': 'auto', 'subsample_ratio': 1.0, 'column_sample_by_level': 1.0, 'base_score': 0.5, 'monotone_constraints': '(0)'}",model_20210816-163838-1783542781-6e145b2688,model_20210816-163838-1783542781
3479,"{'column_sample_by_level': 1.0, 'max_count': 226, 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'monotone_constraints': '(0)', 'learn_rate': 0.06540813510339279, 'base_score': 0.5, 'l2_regularization': 1.0, 'max_depth': 12, 'min_child_weight': 36, 'maxCategories': -2}",model_20210816-163737-c244efdfc2-82e916b413,model_20210816-163737-c244efdfc2
3480,"{'max_depth': 10, 'subsample_ratio': 1.0, 'max_count': 368, 'tree_method': 'auto', 'column_sample_by_level': 1.0, 'min_child_weight': 41, 'base_score': 0.5, 'learn_rate': 0.06701755506689328, 'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0, 'l2_regularization': 1.0}",model_20210816-163737-c244efdfc2-da1fb58466,model_20210816-163737-c244efdfc2
3481,"{'column_sample_by_level': 1.0, 'learn_rate': 0.050647815551015815, 'base_score': 0.5, 'l2_regularization': 1.0, 'max_depth': 11, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'max_count': 210, 'min_child_weight': 59, 'tree_method': 'auto'}",model_20210816-163737-c244efdfc2-60164bb428,model_20210816-163737-c244efdfc2
3482,"{'tree_method': 'auto', 'learn_rate': 0.09051838791322402, 'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'max_count': 121, 'subsample_ratio': 1.0, 'base_score': 0.5, 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'min_child_weight': 51, 'max_depth': 11, 'loss': 'none'}",model_20210816-163737-c244efdfc2-4d2ce0a778,model_20210816-163737-c244efdfc2
3483,"{'max_depth': 11, 'monotone_constraints': '(0)', 'min_child_weight': 65, 'max_count': 287, 'subsample_ratio': 1.0, 'learn_rate': 0.08056367135910049, 'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'column_sample_by_tree': 1.0, 'base_score': 0.5, 'tree_method': 'auto'}",model_20210816-163737-c244efdfc2-3a8a5f4dd9,model_20210816-163737-c244efdfc2
3484,"{'subsample_ratio': 1.0, 'learn_rate': 0.06913705840717889, 'max_count': 391, 'base_score': 0.5, 'monotone_constraints': '(0)', 'min_child_weight': 36, 'max_depth': 10, 'tree_method': 'auto', 'column_sample_by_tree': 1.0, 'column_sample_by_level': 1.0, 'l2_regularization': 1.0}",model_20210816-163737-c244efdfc2-44a32a9fa9,model_20210816-163737-c244efdfc2
3485,"{'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'monotone_constraints': '(0)', 'max_count': 149, 'subsample_ratio': 1.0, 'max_depth': 11, 'min_child_weight': 36, 'learn_rate': 0.06546299441190476, 'column_sample_by_level': 1.0, 'base_score': 0.5, 'l2_regularization': 1.0}",model_20210816-163737-c244efdfc2-5fec0b7ce2,model_20210816-163737-c244efdfc2
3486,"{'base_score': 0.5, 'subsample_ratio': 1.0, 'min_child_weight': 40, 'monotone_constraints': '(0)', 'learn_rate': 0.05571013773066928, 'max_count': 195, 'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'max_depth': 12, 'tree_method': 'auto', 'column_sample_by_level': 1.0}",model_20210816-163737-c244efdfc2-c2c5387af1,model_20210816-163737-c244efdfc2
3487,"{'subsample_ratio': 1.0, 'max_count': 231, 'column_sample_by_tree': 1.0, 'max_depth': 11, 'min_child_weight': 70, 'base_score': 0.5, 'l2_regularization': 1.0, 'learn_rate': 0.05245944220914735, 'tree_method': 'auto', 'column_sample_by_level': 1.0, 'monotone_constraints': '(0)'}",model_20210816-163706-bc2900ba19-c7f1807fbf,model_20210816-163706-bc2900ba19
3488,"{'max_depth': 12, 'min_child_weight': 58, 'learn_rate': 0.08639063722758836, 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'tree_method': 'auto', 'column_sample_by_level': 1.0, 'base_score': 0.5, 'max_count': 185, 'subsample_ratio': 1.0, 'l2_regularization': 1.0}",model_20210816-163706-bc2900ba19-6bcab3989f,model_20210816-163706-bc2900ba19
3489,"{'base_score': 0.5, 'l2_regularization': 1.0, 'subsample_ratio': 1.0, 'min_child_weight': 33, 'learn_rate': 0.06749228307661258, 'max_count': 122, 'monotone_constraints': '(0)', 'tree_method': 'auto', 'max_depth': 11, 'column_sample_by_tree': 1.0, 'column_sample_by_level': 1.0}",model_20210816-163706-bc2900ba19-2d300e6acc,model_20210816-163706-bc2900ba19
3490,"{'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'max_depth': 10, 'base_score': 0.5, 'column_sample_by_level': 1.0, 'monotone_constraints': '(0)', 'max_count': 295, 'learn_rate': 0.0969961055534641, 'min_child_weight': 50}",model_20210816-163706-bc2900ba19-2eb2722370,model_20210816-163706-bc2900ba19
3491,"{'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'tree_method': 'auto', 'column_sample_by_tree': 1.0, 'base_score': 0.5, 'learn_rate': 0.06139811923044095, 'max_depth': 11, 'subsample_ratio': 1.0, 'max_count': 386, 'min_child_weight': 45, 'monotone_constraints': '(0)', 'maxCategories': -2}",model_20210816-163706-bc2900ba19-df0cc1db93,model_20210816-163706-bc2900ba19
3492,"{'l2_regularization': 1.0, 'tree_method': 'auto', 'max_depth': 11, 'base_score': 0.5, 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'max_count': 114, 'min_child_weight': 58, 'column_sample_by_level': 1.0, 'monotone_constraints': '(0)', 'learn_rate': 0.09135543832455977, 'loss': 'none'}",model_20210816-163706-bc2900ba19-4c99200870,model_20210816-163706-bc2900ba19
3493,"{'learn_rate': 0.09954569008378283, 'l2_regularization': 1.0, 'max_depth': 12, 'column_sample_by_level': 1.0, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0, 'max_count': 213, 'base_score': 0.5, 'min_child_weight': 51, 'maxCategories': -2}",model_20210816-163706-bc2900ba19-2f80cf27f4,model_20210816-163706-bc2900ba19
3494,"{'monotone_constraints': '(0)', 'min_child_weight': 65, 'column_sample_by_level': 1.0, 'learn_rate': 0.08351828295088262, 'l2_regularization': 1.0, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'max_depth': 11, 'column_sample_by_tree': 1.0, 'base_score': 0.5, 'max_count': 151, 'maxCategories': -2}",model_20210816-163246-dd83cc58dd-a8ae08c258,model_20210816-163246-dd83cc58dd
3495,"{'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'tree_method': 'auto', 'learn_rate': 0.09552836682357527, 'max_depth': 10, 'column_sample_by_level': 1.0, 'max_count': 321, 'base_score': 0.5, 'min_child_weight': 45, 'l2_regularization': 1.0}",model_20210816-163246-dd83cc58dd-ff1e27a754,model_20210816-163246-dd83cc58dd
3496,"{'l2_regularization': 1.0, 'tree_method': 'auto', 'min_child_weight': 31, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'column_sample_by_level': 1.0, 'learn_rate': 0.05951281492485442, 'max_count': 225, 'base_score': 0.5, 'max_depth': 12}",model_20210816-163246-dd83cc58dd-aee69b187f,model_20210816-163246-dd83cc58dd
3497,"{'min_child_weight': 49, 'max_depth': 10, 'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'tree_method': 'auto', 'subsample_ratio': 1.0, 'max_count': 160, 'monotone_constraints': '(0)', 'learn_rate': 0.05218775143778019, 'base_score': 0.5, 'column_sample_by_tree': 1.0}",model_20210816-163246-dd83cc58dd-3459a6f918,model_20210816-163246-dd83cc58dd
3498,"{'column_sample_by_tree': 1.0, 'max_depth': 11, 'learn_rate': 0.06608168031409357, 'column_sample_by_level': 1.0, 'min_child_weight': 59, 'base_score': 0.5, 'monotone_constraints': '(0)', 'l2_regularization': 1.0, 'max_count': 380, 'subsample_ratio': 1.0, 'tree_method': 'auto'}",model_20210816-163246-dd83cc58dd-6ff9ec3197,model_20210816-163246-dd83cc58dd
3499,"{'column_sample_by_tree': 1.0, 'subsample_ratio': 1.0, 'monotone_constraints': '(0)', 'max_count': 351, 'max_depth': 12, 'base_score': 0.5, 'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'min_child_weight': 63, 'tree_method': 'auto', 'learn_rate': 0.07853698031133884}",model_20210816-163246-dd83cc58dd-6de6161519,model_20210816-163246-dd83cc58dd
3500,"{'monotone_constraints': '(0)', 'max_depth': 12, 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'min_child_weight': 38, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'learn_rate': 0.05005635776087226, 'max_count': 342, 'column_sample_by_level': 1.0, 'base_score': 0.5}",model_20210816-163246-dd83cc58dd-86fd50d77d,model_20210816-163246-dd83cc58dd
3501,"{'tree_method': 'auto', 'subsample_ratio': 1.0, 'base_score': 0.5, 'min_child_weight': 37, 'max_depth': 11, 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'max_count': 331, 'column_sample_by_level': 1.0, 'monotone_constraints': '(0)', 'learn_rate': 0.06574623042902182}",model_20210816-163018-2cff85b687-a9f735e8e7,model_20210816-163018-2cff85b687
3502,"{'min_child_weight': 69, 'learn_rate': 0.05409215306842983, 'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'max_count': 248, 'column_sample_by_tree': 1.0, 'subsample_ratio': 1.0, 'column_sample_by_level': 1.0, 'base_score': 0.5, 'max_depth': 11, 'tree_method': 'auto'}",model_20210816-163018-2cff85b687-027c23b702,model_20210816-163018-2cff85b687
3503,"{'column_sample_by_tree': 1.0, 'subsample_ratio': 1.0, 'l2_regularization': 1.0, 'min_child_weight': 41, 'column_sample_by_level': 1.0, 'max_count': 165, 'learn_rate': 0.0725401919204909, 'base_score': 0.5, 'tree_method': 'auto', 'max_depth': 10, 'monotone_constraints': '(0)', 'maxCategories': -2}",model_20210816-163018-2cff85b687-7b6e940ac1,model_20210816-163018-2cff85b687
3504,"{'monotone_constraints': '(0)', 'max_count': 132, 'column_sample_by_tree': 1.0, 'max_depth': 12, 'learn_rate': 0.08343681191102173, 'min_child_weight': 47, 'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'tree_method': 'auto', 'base_score': 0.5, 'subsample_ratio': 1.0}",model_20210816-163018-2cff85b687-20237876dd,model_20210816-163018-2cff85b687
3505,"{'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'learn_rate': 0.09660653850975968, 'column_sample_by_level': 1.0, 'max_depth': 11, 'subsample_ratio': 1.0, 'base_score': 0.5, 'monotone_constraints': '(0)', 'l2_regularization': 1.0, 'max_count': 392, 'min_child_weight': 57}",model_20210816-163018-2cff85b687-1984d344b6,model_20210816-163018-2cff85b687
3506,"{'tree_method': 'auto', 'max_depth': 11, 'column_sample_by_tree': 1.0, 'base_score': 0.5, 'max_count': 396, 'subsample_ratio': 1.0, 'l2_regularization': 1.0, 'min_child_weight': 57, 'learn_rate': 0.08100422546190147, 'column_sample_by_level': 1.0, 'monotone_constraints': '(0)'}",model_20210816-163018-2cff85b687-071a286a53,model_20210816-163018-2cff85b687
3507,"{'tree_method': 'auto', 'min_child_weight': 68, 'max_depth': 11, 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'l2_regularization': 1.0, 'base_score': 0.5, 'max_count': 243, 'learn_rate': 0.09891586431544754, 'column_sample_by_level': 1.0}",model_20210816-163018-2cff85b687-d97004b5d5,model_20210816-163018-2cff85b687
3508,"{'column_sample_by_level': 1.0, 'max_depth': 12, 'tree_method': 'auto', 'subsample_ratio': 1.0, 'max_count': 397, 'min_child_weight': 56, 'learn_rate': 0.09375435408800195, 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'base_score': 0.5, 'monotone_constraints': '(0)'}",model_20210816-163018-2cff85b687-403ecae564,model_20210816-163018-2cff85b687
3509,"{'monotone_constraints': '(0)', 'tree_method': 'auto', 'column_sample_by_tree': 1.0, 'max_depth': 11, 'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'base_score': 0.5, 'learn_rate': 0.09966449225294105, 'max_count': 116, 'subsample_ratio': 1.0, 'min_child_weight': 68}",model_20210816-162824-8eb52cacf2-be24d88020,model_20210816-162824-8eb52cacf2
3510,"{'column_sample_by_tree': 1.0, 'subsample_ratio': 1.0, 'min_child_weight': 61, 'tree_method': 'auto', 'max_count': 373, 'base_score': 0.5, 'learn_rate': 0.06733538047837088, 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'max_depth': 11, 'l2_regularization': 1.0}",model_20210816-162824-8eb52cacf2-cc6bf107b5,model_20210816-162824-8eb52cacf2
3511,"{'monotone_constraints': '(0)', 'min_child_weight': 36, 'base_score': 0.5, 'l2_regularization': 1.0, 'max_count': 292, 'max_depth': 12, 'subsample_ratio': 1.0, 'learn_rate': 0.05816871009415066, 'column_sample_by_level': 1.0, 'column_sample_by_tree': 1.0, 'tree_method': 'auto'}",model_20210816-162824-8eb52cacf2-e736fc33c1,model_20210816-162824-8eb52cacf2
3512,"{'tree_method': 'auto', 'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'learn_rate': 0.0853708190855023, 'column_sample_by_tree': 1.0, 'max_count': 276, 'subsample_ratio': 1.0, 'base_score': 0.5, 'monotone_constraints': '(0)', 'max_depth': 10, 'min_child_weight': 44}",model_20210816-162824-8eb52cacf2-a00ff7f8d6,model_20210816-162824-8eb52cacf2
3513,"{'subsample_ratio': 1.0, 'learn_rate': 0.050985663151906266, 'column_sample_by_level': 1.0, 'monotone_constraints': '(0)', 'tree_method': 'auto', 'l2_regularization': 1.0, 'max_count': 200, 'max_depth': 10, 'min_child_weight': 47, 'column_sample_by_tree': 1.0, 'base_score': 0.5}",model_20210816-162824-8eb52cacf2-8c9d9acd50,model_20210816-162824-8eb52cacf2
3514,"{'tree_method': 'auto', 'max_depth': 11, 'subsample_ratio': 1.0, 'max_count': 318, 'learn_rate': 0.05792397228016344, 'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'base_score': 0.5, 'column_sample_by_level': 1.0, 'column_sample_by_tree': 1.0, 'min_child_weight': 33}",model_20210816-162824-8eb52cacf2-5cf0c2b729,model_20210816-162824-8eb52cacf2
3515,"{'max_depth': 12, 'max_count': 129, 'column_sample_by_tree': 1.0, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'column_sample_by_level': 1.0, 'min_child_weight': 40, 'base_score': 0.5, 'monotone_constraints': '(0)', 'l2_regularization': 1.0, 'learn_rate': 0.06659841393401988}",model_20210816-162824-8eb52cacf2-ee86c94a80,model_20210816-162824-8eb52cacf2
3516,"{'learn_rate': 0.09269637266184604, 'max_depth': 11, 'l2_regularization': 1.0, 'max_count': 339, 'column_sample_by_level': 1.0, 'base_score': 0.5, 'min_child_weight': 38, 'subsample_ratio': 1.0, 'monotone_constraints': '(0)', 'tree_method': 'auto', 'column_sample_by_tree': 1.0}",model_20210816-103745-c29e592970-0c7309ada5,model_20210816-103745-c29e592970
3517,"{'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'max_count': 270, 'tree_method': 'auto', 'max_depth': 11, 'column_sample_by_level': 1.0, 'base_score': 0.5, 'min_child_weight': 33, 'learn_rate': 0.05233141122768316, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0}",model_20210816-103745-c29e592970-6f04e89f58,model_20210816-103745-c29e592970
3518,"{'learn_rate': 0.07364975977392663, 'tree_method': 'auto', 'min_child_weight': 66, 'max_depth': 12, 'subsample_ratio': 1.0, 'column_sample_by_level': 1.0, 'max_count': 201, 'base_score': 0.5, 'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0}",model_20210816-103745-c29e592970-529d272779,model_20210816-103745-c29e592970
3519,"{'base_score': 0.5, 'subsample_ratio': 1.0, 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'tree_method': 'auto', 'learn_rate': 0.0787639018873704, 'max_count': 130, 'max_depth': 10, 'min_child_weight': 46, 'column_sample_by_level': 1.0}",model_20210816-103745-c29e592970-d3efdc68d1,model_20210816-103745-c29e592970
3520,"{'tree_method': 'auto', 'max_depth': 10, 'max_count': 356, 'min_child_weight': 57, 'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'learn_rate': 0.06199703838425218, 'base_score': 0.5, 'subsample_ratio': 1.0, 'column_sample_by_level': 1.0}",model_20210816-103745-c29e592970-dd77e41b54,model_20210816-103745-c29e592970
3521,"{'subsample_ratio': 1.0, 'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'min_child_weight': 39, 'tree_method': 'auto', 'max_depth': 12, 'monotone_constraints': '(0)', 'max_count': 238, 'base_score': 0.5, 'column_sample_by_tree': 1.0, 'learn_rate': 0.09792847901286264}",model_20210816-103745-c29e592970-1f1ac4cb8c,model_20210816-103745-c29e592970
3522,"{'tree_method': 'auto', 'max_depth': 11, 'base_score': 0.5, 'l2_regularization': 1.0, 'max_count': 134, 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'column_sample_by_tree': 1.0, 'learn_rate': 0.09920126915222388, 'subsample_ratio': 1.0, 'min_child_weight': 34}",model_20210816-103745-c29e592970-08c3142e1a,model_20210816-103745-c29e592970
3523,"{'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'tree_method': 'auto', 'min_child_weight': 36, 'max_count': 341, 'subsample_ratio': 1.0, 'column_sample_by_level': 1.0, 'learn_rate': 0.08541173162291116, 'base_score': 0.5, 'max_depth': 12, 'l2_regularization': 1.0}",model_20210816-103745-c29e592970-918766369a,model_20210816-103745-c29e592970
3524,"{'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'max_depth': 10, 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'base_score': 0.5, 'max_count': 297, 'subsample_ratio': 1.0, 'min_child_weight': 68, 'learn_rate': 0.09913196703327834, 'tree_method': 'auto'}",model_20210816-100027-ac24ecfcc6-0f521aea07,model_20210816-100027-ac24ecfcc6
3525,"{'subsample_ratio': 1.0, 'column_sample_by_level': 1.0, 'tree_method': 'auto', 'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'max_count': 106, 'column_sample_by_tree': 1.0, 'max_depth': 11, 'base_score': 0.5, 'min_child_weight': 60, 'learn_rate': 0.07034697695800274}",model_20210816-100027-ac24ecfcc6-9dd2fb6891,model_20210816-100027-ac24ecfcc6
3526,"{'tree_method': 'auto', 'l2_regularization': 1.0, 'max_depth': 11, 'learn_rate': 0.05651813462704378, 'subsample_ratio': 1.0, 'min_child_weight': 47, 'max_count': 377, 'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0, 'base_score': 0.5, 'column_sample_by_level': 1.0}",model_20210816-100027-ac24ecfcc6-099bd50387,model_20210816-100027-ac24ecfcc6
3527,"{'min_child_weight': 33, 'tree_method': 'auto', 'max_depth': 10, 'subsample_ratio': 1.0, 'column_sample_by_level': 1.0, 'base_score': 0.5, 'max_count': 176, 'learn_rate': 0.06539654770196922, 'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0}",model_20210816-100027-ac24ecfcc6-6b1a17f2bc,model_20210816-100027-ac24ecfcc6
3528,"{'learn_rate': 0.08045542189249423, 'monotone_constraints': '(0)', 'min_child_weight': 39, 'subsample_ratio': 1.0, 'l2_regularization': 1.0, 'max_count': 237, 'tree_method': 'auto', 'base_score': 0.5, 'column_sample_by_level': 1.0, 'max_depth': 12, 'column_sample_by_tree': 1.0}",model_20210816-100027-ac24ecfcc6-768c6f2e88,model_20210816-100027-ac24ecfcc6
3529,"{'min_child_weight': 46, 'tree_method': 'auto', 'column_sample_by_tree': 1.0, 'learn_rate': 0.09416636488341619, 'base_score': 0.5, 'max_depth': 12, 'max_count': 232, 'subsample_ratio': 1.0, 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'maxCategories': -2}",model_20210816-100027-ac24ecfcc6-6703273e75,model_20210816-100027-ac24ecfcc6
3530,"{'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'column_sample_by_level': 1.0, 'max_count': 226, 'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'min_child_weight': 53, 'tree_method': 'auto', 'max_depth': 12, 'base_score': 0.5, 'learn_rate': 0.09351744099407515, 'maxCategories': -2}",model_20210816-100027-ac24ecfcc6-642867f88f,model_20210816-100027-ac24ecfcc6
